src_ip,dst_ip,protocol,length,src_port,dst_port,label
192.168.123.129,192.168.123.1,6,514,80,50698,ddos
192.168.123.129,192.168.123.1,6,2974,80,50697,ddos
192.168.123.129,192.168.123.1,6,514,80,50697,ddos
192.168.123.1,192.168.123.129,6,60,50698,80,ddos
192.168.123.1,192.168.123.129,6,60,50697,80,ddos
192.168.123.129,192.168.123.1,6,2974,80,50699,ddos
192.168.123.129,192.168.123.1,6,514,80,50699,ddos
192.168.123.1,192.168.123.129,6,60,50699,80,ddos
192.168.123.129,192.168.123.1,6,2974,80,50700,ddos
192.168.123.129,192.168.123.1,6,514,80,50700,ddos
192.168.123.1,192.168.123.129,6,60,50700,80,ddos
192.168.123.129,192.168.123.1,6,2974,80,50701,ddos
192.168.123.129,192.168.123.1,6,2974,80,50701,ddos
192.168.123.1,192.168.123.129,6,60,50701,80,ddos
192.168.123.129,192.168.123.1,6,5226,80,50701,ddos
192.168.123.1,192.168.123.129,6,60,50701,80,ddos
192.168.123.1,192.168.123.129,6,60,50701,80,ddos
192.168.123.1,192.168.123.129,6,60,50701,80,ddos
192.168.123.1,192.168.123.129,6,60,50693,80,ddos
192.168.123.129,192.168.123.1,6,2974,80,50702,ddos
192.168.123.129,192.168.123.1,6,2974,80,50703,ddos
192.168.123.129,192.168.123.1,6,7354,80,50704,ddos
192.168.123.129,192.168.123.1,6,2974,80,50703,ddos
192.168.123.129,192.168.123.1,6,3766,80,50704,ddos
192.168.123.1,192.168.123.129,6,60,50702,80,ddos
192.168.123.1,192.168.123.129,6,60,50703,80,ddos
192.168.123.129,192.168.123.1,6,5226,80,50703,ddos
192.168.123.1,192.168.123.129,6,60,50704,80,ddos
192.168.123.1,192.168.123.129,6,60,50704,80,ddos
192.168.123.1,192.168.123.129,6,60,50703,80,ddos
192.168.123.1,192.168.123.129,6,60,50704,80,ddos
192.168.123.1,192.168.123.129,6,60,50704,80,ddos
192.168.123.1,192.168.123.129,6,60,50703,80,ddos
192.168.123.1,192.168.123.129,6,60,50703,80,ddos
192.168.123.129,192.168.123.1,6,2974,80,50702,ddos
192.168.123.129,192.168.123.1,6,7354,80,50706,ddos
192.168.123.129,192.168.123.1,6,3766,80,50706,ddos
192.168.123.1,192.168.123.129,6,60,50702,80,ddos
192.168.123.1,192.168.123.129,6,60,50706,80,ddos
192.168.123.1,192.168.123.129,6,60,50706,80,ddos
192.168.123.1,192.168.123.129,6,60,50706,80,ddos
192.168.123.1,192.168.123.129,6,60,50706,80,ddos
192.168.123.129,192.168.123.1,6,2974,80,50702,ddos
192.168.123.129,192.168.123.1,6,3434,80,50708,ddos
192.168.123.1,192.168.123.129,6,60,50702,80,ddos
192.168.123.1,192.168.123.129,6,60,50708,80,ddos
192.168.123.129,192.168.123.1,6,2306,80,50702,ddos
192.168.123.1,192.168.123.129,6,60,50702,80,ddos
192.168.123.1,192.168.123.129,6,60,50698,80,ddos
192.168.123.1,192.168.123.129,6,60,50697,80,ddos
192.168.123.1,192.168.123.129,6,60,50699,80,ddos
192.168.123.129,192.168.123.1,6,3434,80,50710,ddos
192.168.123.1,192.168.123.129,6,60,50710,80,ddos
192.168.123.1,192.168.123.129,6,60,50700,80,ddos
192.168.123.1,192.168.123.129,6,60,50708,80,ddos
192.168.123.1,192.168.123.129,6,60,50710,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50595,ddos
192.168.123.1,192.168.123.129,6,60,50595,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50593,ddos
192.168.123.1,192.168.123.129,6,60,50593,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50597,ddos
192.168.123.1,192.168.123.129,6,60,50597,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50589,ddos
192.168.123.1,192.168.123.129,6,60,50589,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50594,ddos
192.168.123.1,192.168.123.129,6,60,50594,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50591,ddos
192.168.123.129,192.168.123.1,6,54,80,50599,ddos
192.168.123.129,192.168.123.1,6,54,80,50592,ddos
192.168.123.1,192.168.123.129,6,60,50591,80,ddos
192.168.123.1,192.168.123.129,6,60,50599,80,ddos
192.168.123.1,192.168.123.129,6,60,50592,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50596,ddos
192.168.123.1,192.168.123.129,6,60,50596,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50601,ddos
192.168.123.1,192.168.123.129,6,60,50601,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50598,ddos
192.168.123.1,192.168.123.129,6,60,50598,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50603,ddos
192.168.123.129,192.168.123.1,6,54,80,50602,ddos
192.168.123.129,192.168.123.1,6,54,80,50600,ddos
192.168.123.1,192.168.123.129,6,60,50603,80,ddos
192.168.123.1,192.168.123.129,6,60,50602,80,ddos
192.168.123.1,192.168.123.129,6,60,50600,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50604,ddos
192.168.123.1,192.168.123.129,6,60,50604,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50605,ddos
192.168.123.1,192.168.123.129,6,60,50605,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50607,ddos
192.168.123.1,192.168.123.129,6,60,50607,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50606,ddos
192.168.123.1,192.168.123.129,6,60,50606,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50608,ddos
192.168.123.1,192.168.123.129,6,60,50608,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50609,ddos
192.168.123.1,192.168.123.129,6,60,50609,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50610,ddos
192.168.123.1,192.168.123.129,6,60,50610,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50611,ddos
192.168.123.1,192.168.123.129,6,60,50611,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50612,ddos
192.168.123.1,192.168.123.129,6,60,50612,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50613,ddos
192.168.123.1,192.168.123.129,6,60,50613,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50614,ddos
192.168.123.129,192.168.123.1,6,54,80,50615,ddos
192.168.123.1,192.168.123.129,6,60,50614,80,ddos
192.168.123.1,192.168.123.129,6,60,50615,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50616,ddos
192.168.123.1,192.168.123.129,6,60,50616,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50618,ddos
192.168.123.1,192.168.123.129,6,60,50618,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50617,ddos
192.168.123.1,192.168.123.129,6,60,50617,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50619,ddos
192.168.123.1,192.168.123.129,6,60,50619,80,ddos
192.168.123.1,192.168.123.129,6,66,51201,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51201,ddos
192.168.123.1,192.168.123.129,6,66,51232,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51232,ddos
192.168.123.1,192.168.123.129,6,66,51229,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51229,ddos
192.168.123.1,192.168.123.129,6,66,51228,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51228,ddos
192.168.123.1,192.168.123.129,6,66,51230,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51230,ddos
192.168.123.1,192.168.123.129,6,66,51231,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51231,ddos
192.168.123.1,192.168.123.129,6,60,51201,80,ddos
192.168.123.1,192.168.123.129,6,383,51201,80,ddos
192.168.123.129,192.168.123.1,6,54,80,51201,ddos
192.168.123.1,192.168.123.129,6,60,51232,80,ddos
192.168.123.1,192.168.123.129,6,411,51232,80,ddos
192.168.123.129,192.168.123.1,6,54,80,51232,ddos
192.168.123.1,192.168.123.129,6,60,51229,80,ddos
192.168.123.1,192.168.123.129,6,520,51229,80,ddos
192.168.123.129,192.168.123.1,6,54,80,51229,ddos
192.168.123.1,192.168.123.129,6,66,51233,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51233,ddos
192.168.123.1,192.168.123.129,6,66,51234,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51234,ddos
192.168.123.1,192.168.123.129,6,66,51235,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51235,ddos
192.168.123.1,192.168.123.129,6,60,51228,80,ddos
192.168.123.1,192.168.123.129,6,448,51228,80,ddos
192.168.123.129,192.168.123.1,6,54,80,51228,ddos
192.168.123.1,192.168.123.129,6,66,51236,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51236,ddos
192.168.123.1,192.168.123.129,6,60,51230,80,ddos
192.168.123.1,192.168.123.129,6,407,51230,80,ddos
192.168.123.129,192.168.123.1,6,54,80,51230,ddos
192.168.123.1,192.168.123.129,6,66,51237,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51237,ddos
192.168.123.1,192.168.123.129,6,60,51231,80,ddos
192.168.123.1,192.168.123.129,6,418,51231,80,ddos
192.168.123.129,192.168.123.1,6,54,80,51231,ddos
192.168.123.1,192.168.123.129,6,66,51238,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51238,ddos
192.168.123.1,192.168.123.129,6,60,51233,80,ddos
192.168.123.1,192.168.123.129,6,413,51233,80,ddos
192.168.123.129,192.168.123.1,6,54,80,51233,ddos
192.168.123.1,192.168.123.129,6,60,51234,80,ddos
192.168.123.1,192.168.123.129,6,422,51234,80,ddos
192.168.123.129,192.168.123.1,6,54,80,51234,ddos
192.168.123.1,192.168.123.129,6,66,51239,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51239,ddos
192.168.123.1,192.168.123.129,6,66,51240,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51240,ddos
192.168.123.1,192.168.123.129,6,60,51235,80,ddos
192.168.123.1,192.168.123.129,6,614,51235,80,ddos
192.168.123.129,192.168.123.1,6,54,80,51235,ddos
192.168.123.1,192.168.123.129,6,66,51241,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51241,ddos
192.168.123.1,192.168.123.129,6,60,51236,80,ddos
192.168.123.1,192.168.123.129,6,495,51236,80,ddos
192.168.123.129,192.168.123.1,6,54,80,51236,ddos
192.168.123.1,192.168.123.129,6,66,51242,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51242,ddos
192.168.123.1,192.168.123.129,6,60,51237,80,ddos
192.168.123.1,192.168.123.129,6,351,51237,80,ddos
192.168.123.129,192.168.123.1,6,54,80,51237,ddos
192.168.123.1,192.168.123.129,6,66,51243,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51243,ddos
192.168.123.1,192.168.123.129,6,60,51238,80,ddos
192.168.123.1,192.168.123.129,6,463,51238,80,ddos
192.168.123.129,192.168.123.1,6,54,80,51238,ddos
192.168.123.1,192.168.123.129,6,66,51244,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51244,ddos
192.168.123.1,192.168.123.129,6,60,51239,80,ddos
192.168.123.1,192.168.123.129,6,617,51239,80,ddos
192.168.123.129,192.168.123.1,6,54,80,51239,ddos
192.168.123.1,192.168.123.129,6,66,51245,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51245,ddos
192.168.123.1,192.168.123.129,6,60,51240,80,ddos
192.168.123.1,192.168.123.129,6,549,51240,80,ddos
192.168.123.129,192.168.123.1,6,54,80,51240,ddos
192.168.123.1,192.168.123.129,6,60,51241,80,ddos
192.168.123.1,192.168.123.129,6,373,51241,80,ddos
192.168.123.129,192.168.123.1,6,54,80,51241,ddos
192.168.123.1,192.168.123.129,6,66,51246,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51246,ddos
192.168.123.129,192.168.123.1,6,54,80,50620,ddos
192.168.123.1,192.168.123.129,6,60,51242,80,ddos
192.168.123.1,192.168.123.129,6,66,51247,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51247,ddos
192.168.123.1,192.168.123.129,6,399,51242,80,ddos
192.168.123.129,192.168.123.1,6,54,80,51242,ddos
192.168.123.1,192.168.123.129,6,66,51248,80,ddos
192.168.123.1,192.168.123.129,6,60,51243,80,ddos
192.168.123.1,192.168.123.129,6,523,51243,80,ddos
192.168.123.1,192.168.123.129,6,60,51244,80,ddos
192.168.123.1,192.168.123.129,6,577,51244,80,ddos
192.168.123.1,192.168.123.129,6,66,51249,80,ddos
192.168.123.1,192.168.123.129,6,60,51245,80,ddos
192.168.123.1,192.168.123.129,6,66,51250,80,ddos
192.168.123.1,192.168.123.129,6,477,51245,80,ddos
192.168.123.1,192.168.123.129,6,60,51246,80,ddos
192.168.123.1,192.168.123.129,6,60,50620,80,ddos
192.168.123.1,192.168.123.129,6,556,51246,80,ddos
192.168.123.1,192.168.123.129,6,60,51247,80,ddos
192.168.123.1,192.168.123.129,6,66,51251,80,ddos
192.168.123.1,192.168.123.129,6,429,51247,80,ddos
192.168.123.1,192.168.123.129,6,66,51252,80,ddos
192.168.123.1,192.168.123.129,6,66,51253,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50621,ddos
192.168.123.1,192.168.123.129,6,60,50621,80,ddos
192.168.123.1,192.168.123.129,6,358,51226,80,ddos
192.168.123.1,192.168.123.129,6,507,51224,80,ddos
192.168.123.1,192.168.123.129,6,523,51243,80,ddos
192.168.123.1,192.168.123.129,6,577,51244,80,ddos
192.168.123.1,192.168.123.129,6,477,51245,80,ddos
192.168.123.1,192.168.123.129,6,556,51246,80,ddos
192.168.123.1,192.168.123.129,6,429,51247,80,ddos
192.168.123.1,192.168.123.129,6,431,51214,80,ddos
192.168.123.1,192.168.123.129,6,503,51215,80,ddos
192.168.123.1,192.168.123.129,6,440,51217,80,ddos
192.168.123.1,192.168.123.129,6,478,51216,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50622,ddos
192.168.123.129,192.168.123.1,6,54,80,50625,ddos
192.168.123.129,192.168.123.1,6,54,80,50626,ddos
192.168.123.129,192.168.123.1,6,54,80,50623,ddos
192.168.123.1,192.168.123.129,6,60,50622,80,ddos
192.168.123.1,192.168.123.129,6,60,50625,80,ddos
192.168.123.1,192.168.123.129,6,60,50626,80,ddos
192.168.123.1,192.168.123.129,6,60,50623,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50624,ddos
192.168.123.1,192.168.123.129,6,60,50624,80,ddos
192.168.123.1,192.168.123.129,6,577,51244,80,ddos
192.168.123.1,192.168.123.129,6,523,51243,80,ddos
192.168.123.1,192.168.123.129,6,477,51245,80,ddos
192.168.123.1,192.168.123.129,6,429,51247,80,ddos
192.168.123.1,192.168.123.129,6,556,51246,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50627,ddos
192.168.123.1,192.168.123.129,6,60,50627,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50628,ddos
192.168.123.1,192.168.123.129,6,60,50628,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50629,ddos
192.168.123.1,192.168.123.129,6,60,50629,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50631,ddos
192.168.123.1,192.168.123.129,6,60,50631,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50630,ddos
192.168.123.1,192.168.123.129,6,60,50630,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50632,ddos
192.168.123.1,192.168.123.129,6,60,50632,80,ddos
192.168.123.129,192.168.123.1,6,7354,80,50712,ddos
192.168.123.129,192.168.123.1,6,3766,80,50712,ddos
192.168.123.1,192.168.123.129,6,60,50712,80,ddos
192.168.123.1,192.168.123.129,6,60,50712,80,ddos
192.168.123.1,192.168.123.129,6,60,50712,80,ddos
192.168.123.1,192.168.123.129,6,60,50712,80,ddos
192.168.123.129,192.168.123.1,6,3434,80,50707,ddos
192.168.123.1,192.168.123.129,6,60,50707,80,ddos
192.168.123.129,192.168.123.1,6,3434,80,50705,ddos
192.168.123.1,192.168.123.129,6,60,50705,80,ddos
192.168.123.129,192.168.123.1,6,7354,80,50709,ddos
192.168.123.129,192.168.123.1,6,3766,80,50709,ddos
192.168.123.1,192.168.123.129,6,60,50709,80,ddos
192.168.123.1,192.168.123.129,6,60,50709,80,ddos
192.168.123.1,192.168.123.129,6,60,50709,80,ddos
192.168.123.1,192.168.123.129,6,60,50709,80,ddos
192.168.123.129,192.168.123.1,6,7354,80,50711,ddos
192.168.123.129,192.168.123.1,6,7354,80,50713,ddos
192.168.123.129,192.168.123.1,6,3766,80,50713,ddos
192.168.123.129,192.168.123.1,6,3766,80,50711,ddos
192.168.123.1,192.168.123.129,6,60,50711,80,ddos
192.168.123.1,192.168.123.129,6,60,50711,80,ddos
192.168.123.1,192.168.123.129,6,60,50713,80,ddos
192.168.123.1,192.168.123.129,6,60,50713,80,ddos
192.168.123.1,192.168.123.129,6,60,50713,80,ddos
192.168.123.1,192.168.123.129,6,60,50713,80,ddos
192.168.123.1,192.168.123.129,6,60,50711,80,ddos
192.168.123.1,192.168.123.129,6,60,50711,80,ddos
192.168.123.129,192.168.123.1,6,7354,80,50714,ddos
192.168.123.1,192.168.123.129,6,60,50714,80,ddos
192.168.123.1,192.168.123.129,6,60,50714,80,ddos
192.168.123.129,192.168.123.1,6,3766,80,50714,ddos
192.168.123.1,192.168.123.129,6,60,50714,80,ddos
192.168.123.1,192.168.123.129,6,60,50714,80,ddos
192.168.123.129,192.168.123.1,6,7354,80,50716,ddos
192.168.123.129,192.168.123.1,6,3766,80,50716,ddos
192.168.123.1,192.168.123.129,6,60,50716,80,ddos
192.168.123.129,192.168.123.1,6,3434,80,50715,ddos
192.168.123.1,192.168.123.129,6,60,50716,80,ddos
192.168.123.1,192.168.123.129,6,60,50716,80,ddos
192.168.123.1,192.168.123.129,6,60,50716,80,ddos
192.168.123.1,192.168.123.129,6,60,50715,80,ddos
192.168.123.129,192.168.123.1,6,7354,80,50717,ddos
192.168.123.129,192.168.123.1,6,3766,80,50717,ddos
192.168.123.1,192.168.123.129,6,60,50717,80,ddos
192.168.123.1,192.168.123.129,6,60,50717,80,ddos
192.168.123.1,192.168.123.129,6,60,50717,80,ddos
192.168.123.1,192.168.123.129,6,60,50717,80,ddos
192.168.123.129,192.168.123.1,6,7354,80,50719,ddos
192.168.123.129,192.168.123.1,6,3434,80,50718,ddos
192.168.123.1,192.168.123.129,6,60,50719,80,ddos
192.168.123.1,192.168.123.129,6,60,50719,80,ddos
192.168.123.1,192.168.123.129,6,60,50718,80,ddos
192.168.123.129,192.168.123.1,6,3766,80,50719,ddos
192.168.123.1,192.168.123.129,6,60,50719,80,ddos
192.168.123.1,192.168.123.129,6,60,50719,80,ddos
192.168.123.129,192.168.123.1,6,3434,80,50720,ddos
192.168.123.1,192.168.123.129,6,60,50720,80,ddos
192.168.123.129,192.168.123.1,6,7354,80,50721,ddos
192.168.123.129,192.168.123.1,6,3766,80,50721,ddos
192.168.123.1,192.168.123.129,6,60,50721,80,ddos
192.168.123.1,192.168.123.129,6,60,50721,80,ddos
192.168.123.1,192.168.123.129,6,60,50721,80,ddos
192.168.123.1,192.168.123.129,6,60,50721,80,ddos
192.168.123.129,192.168.123.1,6,7354,80,50722,ddos
192.168.123.1,192.168.123.129,6,60,50722,80,ddos
192.168.123.1,192.168.123.129,6,60,50722,80,ddos
192.168.123.129,192.168.123.1,6,3766,80,50722,ddos
192.168.123.1,192.168.123.129,6,60,50722,80,ddos
192.168.123.1,192.168.123.129,6,60,50722,80,ddos
192.168.123.129,192.168.123.1,6,3434,80,50723,ddos
192.168.123.129,192.168.123.1,6,4434,80,50724,ddos
192.168.123.129,192.168.123.1,6,4434,80,50724,ddos
192.168.123.1,192.168.123.129,6,60,50723,80,ddos
192.168.123.1,192.168.123.129,6,60,50724,80,ddos
192.168.123.129,192.168.123.1,6,2306,80,50724,ddos
192.168.123.1,192.168.123.129,6,60,50724,80,ddos
192.168.123.1,192.168.123.129,6,60,50724,80,ddos
192.168.123.1,192.168.123.129,6,60,50724,80,ddos
192.168.123.129,192.168.123.1,6,3434,80,50725,ddos
192.168.123.129,192.168.123.1,6,4434,80,50726,ddos
192.168.123.129,192.168.123.1,6,4434,80,50726,ddos
192.168.123.1,192.168.123.129,6,60,50725,80,ddos
192.168.123.1,192.168.123.129,6,60,50707,80,ddos
192.168.123.1,192.168.123.129,6,60,50705,80,ddos
192.168.123.1,192.168.123.129,6,60,50726,80,ddos
192.168.123.129,192.168.123.1,6,2306,80,50726,ddos
192.168.123.1,192.168.123.129,6,60,50726,80,ddos
192.168.123.1,192.168.123.129,6,60,50726,80,ddos
192.168.123.1,192.168.123.129,6,60,50726,80,ddos
192.168.123.129,192.168.123.1,6,4434,80,50727,ddos
192.168.123.1,192.168.123.129,6,60,50727,80,ddos
192.168.123.129,192.168.123.1,6,4434,80,50727,ddos
192.168.123.1,192.168.123.129,6,60,50727,80,ddos
192.168.123.1,192.168.123.129,6,60,50727,80,ddos
192.168.123.129,192.168.123.1,6,2306,80,50727,ddos
192.168.123.1,192.168.123.129,6,60,50727,80,ddos
192.168.123.1,192.168.123.129,6,60,50715,80,ddos
192.168.123.1,192.168.123.129,6,60,50718,80,ddos
192.168.123.129,192.168.123.1,6,3434,80,50728,ddos
192.168.123.1,192.168.123.129,6,60,50728,80,ddos
192.168.123.129,192.168.123.1,6,2974,80,50730,ddos
192.168.123.129,192.168.123.1,6,514,80,50730,ddos
192.168.123.1,192.168.123.129,6,60,50730,80,ddos
192.168.123.129,192.168.123.1,6,2974,80,50732,ddos
192.168.123.129,192.168.123.1,6,2974,80,50732,ddos
192.168.123.1,192.168.123.129,6,60,50732,80,ddos
192.168.123.129,192.168.123.1,6,2974,80,50732,ddos
192.168.123.1,192.168.123.129,6,60,50732,80,ddos
192.168.123.129,192.168.123.1,6,2306,80,50732,ddos
192.168.123.1,192.168.123.129,6,60,50732,80,ddos
192.168.123.1,192.168.123.129,6,60,50732,80,ddos
192.168.123.129,192.168.123.1,6,2974,80,50734,ddos
192.168.123.129,192.168.123.1,6,2974,80,50734,ddos
192.168.123.1,192.168.123.129,6,60,50734,80,ddos
192.168.123.129,192.168.123.1,6,5226,80,50734,ddos
192.168.123.1,192.168.123.129,6,60,50734,80,ddos
192.168.123.1,192.168.123.129,6,60,50734,80,ddos
192.168.123.1,192.168.123.129,6,60,50734,80,ddos
192.168.123.129,192.168.123.1,6,2974,80,50729,ddos
192.168.123.129,192.168.123.1,6,2974,80,50731,ddos
192.168.123.129,192.168.123.1,6,2974,80,50731,ddos
192.168.123.1,192.168.123.129,6,60,50729,80,ddos
192.168.123.1,192.168.123.129,6,60,50731,80,ddos
192.168.123.129,192.168.123.1,6,5226,80,50731,ddos
192.168.123.1,192.168.123.129,6,60,50731,80,ddos
192.168.123.1,192.168.123.129,6,60,50731,80,ddos
192.168.123.1,192.168.123.129,6,60,50731,80,ddos
192.168.123.129,192.168.123.1,6,2974,80,50729,ddos
192.168.123.1,192.168.123.129,6,60,50720,80,ddos
192.168.123.1,192.168.123.129,6,60,50729,80,ddos
192.168.123.129,192.168.123.1,6,2974,80,50729,ddos
192.168.123.1,192.168.123.129,6,60,50729,80,ddos
192.168.123.129,192.168.123.1,6,2306,80,50729,ddos
192.168.123.1,192.168.123.129,6,60,50729,80,ddos
192.168.123.129,192.168.123.1,6,2974,80,50733,ddos
192.168.123.129,192.168.123.1,6,2974,80,50735,ddos
192.168.123.129,192.168.123.1,6,2974,80,50735,ddos
192.168.123.1,192.168.123.129,6,60,50733,80,ddos
192.168.123.129,192.168.123.1,6,2974,80,50733,ddos
192.168.123.129,192.168.123.1,6,2974,80,50733,ddos
192.168.123.1,192.168.123.129,6,60,50735,80,ddos
192.168.123.1,192.168.123.129,6,60,50735,80,ddos
192.168.123.1,192.168.123.129,6,60,50733,80,ddos
192.168.123.129,192.168.123.1,6,5226,80,50735,ddos
192.168.123.129,192.168.123.1,6,2306,80,50733,ddos
192.168.123.1,192.168.123.129,6,60,50733,80,ddos
192.168.123.1,192.168.123.129,6,60,50735,80,ddos
192.168.123.1,192.168.123.129,6,60,50735,80,ddos
192.168.123.1,192.168.123.129,6,60,50733,80,ddos
192.168.123.129,192.168.123.1,6,2974,80,50737,ddos
192.168.123.1,192.168.123.129,6,60,50737,80,ddos
192.168.123.129,192.168.123.1,6,2974,80,50737,ddos
192.168.123.1,192.168.123.129,6,60,50737,80,ddos
192.168.123.129,192.168.123.1,6,2974,80,50737,ddos
192.168.123.1,192.168.123.129,6,60,50737,80,ddos
192.168.123.129,192.168.123.1,6,2306,80,50737,ddos
192.168.123.1,192.168.123.129,6,60,50737,80,ddos
192.168.123.129,192.168.123.1,6,2974,80,50736,ddos
192.168.123.129,192.168.123.1,6,514,80,50736,ddos
192.168.123.1,192.168.123.129,6,60,50736,80,ddos
192.168.123.129,192.168.123.1,6,7354,80,50738,ddos
192.168.123.1,192.168.123.129,6,60,50738,80,ddos
192.168.123.1,192.168.123.129,6,60,50738,80,ddos
192.168.123.129,192.168.123.1,6,3766,80,50738,ddos
192.168.123.1,192.168.123.129,6,60,50738,80,ddos
192.168.123.1,192.168.123.129,6,60,50738,80,ddos
192.168.123.1,192.168.123.129,6,60,50723,80,ddos
192.168.123.1,192.168.123.129,6,60,50725,80,ddos
192.168.123.129,192.168.123.1,6,7354,80,50740,ddos
192.168.123.129,192.168.123.1,6,3766,80,50740,ddos
192.168.123.1,192.168.123.129,6,60,50740,80,ddos
192.168.123.1,192.168.123.129,6,60,50740,80,ddos
192.168.123.1,192.168.123.129,6,60,50740,80,ddos
192.168.123.1,192.168.123.129,6,60,50740,80,ddos
192.168.123.1,192.168.123.129,6,60,50728,80,ddos
192.168.123.1,192.168.123.129,6,60,50730,80,ddos
192.168.123.1,192.168.123.129,6,60,50736,80,ddos
192.168.123.129,192.46.215.141,17,90,123,123,ddos
192.168.123.129,192.168.123.1,6,54,80,50633,ddos
192.168.123.1,192.168.123.129,6,60,50633,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50634,ddos
192.168.123.1,192.168.123.129,6,60,50634,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50635,ddos
192.168.123.1,192.168.123.129,6,60,50635,80,ddos
192.168.123.129,192.168.123.1,6,54,80,50636,ddos
192.168.123.1,192.168.123.129,6,60,50636,80,ddos
192.168.123.1,192.168.123.129,6,66,51248,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51248,ddos
192.168.123.1,192.168.123.129,6,66,51250,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51250,ddos
192.168.123.1,192.168.123.129,6,66,51249,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51249,ddos
192.168.123.1,192.168.123.129,6,66,51252,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51252,ddos
192.168.123.1,192.168.123.129,6,66,51251,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51251,ddos
192.168.123.1,192.168.123.129,6,66,51253,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51253,ddos
192.168.123.1,192.168.123.129,6,60,51248,80,ddos
192.168.123.1,192.168.123.129,6,329,51248,80,ddos
192.168.123.129,192.168.123.1,6,54,80,51248,ddos
192.168.123.1,192.168.123.129,6,60,51250,80,ddos
0.0.0.0,0.0.0.0,0,60,0,0,ddos
0.0.0.0,0.0.0.0,0,42,0,0,ddos
192.168.123.1,192.168.123.129,6,405,51250,80,ddos
192.168.123.129,192.168.123.1,6,54,80,51250,ddos
192.168.123.1,192.168.123.129,6,60,51249,80,ddos
192.168.123.1,192.168.123.129,6,424,51249,80,ddos
192.168.123.129,192.168.123.1,6,54,80,51249,ddos
192.168.123.1,192.168.123.129,6,60,51252,80,ddos
192.168.123.1,192.168.123.129,6,66,51254,80,ddos
192.168.123.129,192.168.123.1,6,66,80,51254,ddos
192.168.123.1,192.168.123.129,6,66,51255,80,ddos
